,folder,tag,env,n,save_interval,train_steps,not_save,env_config,env_num,description_original,description,weights,n_steps,gamma,perf,n_ep,hours
51,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f862f612158>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,checking general objects count in worker with gc,checking general objects count in w,orker with gc,20,,False,,
52,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f25200c00d0>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,trying explicitly deleting the obs,trying explicitly deleting the obs,,20,,False,,
53,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f90b0120158>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,showing growth,showing growth,,20,,False,,
54,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f6a43446158>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,checking leaky objects in worker,checking leaky objects in worker,,20,,False,,
55,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7ff2300e3158>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,checking leaky objects in worker,checking leaky objects in worker,,20,,False,,
56,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f8ae2fd40d0>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,count list != most common types with leaky,count list != most common types wit,h leaky,20,,False,,
57,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f1c858ae0d0>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,count list != most common types with leaky with del in roots,count list != most common types wit,h leaky with del in roots,20,,False,,
58,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7fc56bfb4048>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,checking in reset if same behaviour as here without deleting roots,checking in reset if the same behav,iour as here without deleting roots,20,,False,,
59,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f2e59cc7488>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,checking in reset if same behaviour as here without deleting roots,checking in reset if the same behav,iour as here without deleting roots,20,,False,,
60,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f99967af488>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,checking in reset if same behaviour as here without deleting roots,checking in reset if the same behav,iour as here without deleting roots,20,,False,,
61,experiments,memory_test,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f58a2db3488>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,checking in reset if same behaviour as here without deleting roots,checking in reset if the same behav,iour as here without deleting roots,20,,False,,
62,experiments,memory_test,X,0,1000,600,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7f3cc0010d90>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,,,,20,,False,,
64,experiments,memory_test_solution,X,0,1000,20000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7ff8bcb0f048>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",1,applying solution stated in #34 and testing in training,applying solution stated in #34 and, testing in training,20,,False,1255,
65,experiments,n2n_b,Turn_n2n,0,50000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7f6b701ad158>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,n2n from zero,n2n from zero,,200,0.99,False,10000,20.9297622269
66,experiments,n2n_b_cont,Turn_n2n,5818080,50000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7f7e951e21e0>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"n2n from zero, cont b","n2n from zero, cont b",experiments/65_n2n_b/weights_5818080.pkl,200,0.99,False,10000,5.3543175003
67,outside_experiments,n2n_b_cont2,Turn_n2n,6830736,50000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7f466b242510>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"n2n from zero, cont b again","n2n from zero, cont b again",outside_experiments/66_n2n_b_cont/weights_6830736.pkl,200,0.99,False,10000,11.9038382939
68,outside_experiments,n2n_c,Turn_n2n,0,50000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7fd371aee510>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"n2n from zero, c","n2n from zero, c",,200,0.99,False,10000,46.5198350333
69,outside_experiments,n2n_d,Turn_n2n,0,50000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7efe51f91510>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"n2n from zero, d","n2n from zero, d",,200,0.99,False,10000,41.6030328519
70,outside_experiments,n2n_e,Turn_n2n,0,50000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7f46ade007b8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"n2n from zero, e","n2n from zero, e",,200,0.99,False,3898,2.770574675
71,outside_experiments,Keep_lane,Keep_lane,0,50000,3000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7f7dcee547b8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,,,,200,0.99,False,10000,8.2597677417
72,outside_experiments,Keep_lane_cont,Keep_lane,3000000,50000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7fc066a268c8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,,,outside_experiments/71_Keep_lane/weights_final.pkl,200,0.99,False,10000,16.8623463503
73,outside_experiments,Turn_left_v1.1,Turn_left,3000000,50000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7fad3da727b8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,,,hrl/weights/Turn_left/v1.0.pkl,200,0.99,False,10000,39.1921347533
74,outside_experiments,n2n_e_cont,Turn_n2n,961248,50000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7f752131f7b8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,,,outside_experiments/70_n2n_e/weights_961248.pkl,200,0.99,False,10000,44.8230790625
75,outside_experiments,Turn_c,Turn,0,4000,300000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7f5fb3c9dd90>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,first run on the server,first run on the server,,30,0.99,False,,
76,outside_experiments,Turn_cont,Turn,48384,8000,300000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7f9d649bdf28>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"Continuing from the version 1.2 of Turn, which I suspect it is the 48384 of 22",Continuing from version 1.2 of Turn,", which I suspect it is the 48384 of 22",30,0.99,False,10000,24.4691810086
77,outside_experiments,Turn_d,Turn,0,8000,300000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7f4dba7b6d90>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,d repetition for Turn,d repetition for Turn,,30,0.99,False,10000,23.1424977961
78,outside_experiments,NWOO_50_steps-failed,NWOO,0,3000,60000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f1bbf788378>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"Finding the best parameters for NWOO, seeing if 50 steps per batch is enough",Finding the best parameters for NWO,"O, seeing if 50 steps per batch are enough",50,0.99,False,5508,20
79,outside_experiments,NWOO_10_steps-failed,NWOO,0,3000,60000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7feab1e051e0>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"Finding the best parameters for NWOO, seeing if 10 steps per batch is enough",Finding the best parameters for NWO,"O, seeing if 10 steps per batch are enough",10,0.99,False,5668,16.5
80,outside_experiments,X_fixed,X,0,5000,225000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 1.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Take_center.__init__.<locals>.reward_fn at 0x7fa01ec12840>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,fixing the max_steps of policies and Turn is not balanced,fixing the max_steps of policies an,d Turn is not balanced,20,0.99,False,10000,26.9238063261
81,outside_experiments,Turn_from_zero_balanced,Turn,0,8000,300000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 10, 'reward_fn': <function Turn_side.__init__.<locals>.reward_fn at 0x7fce1f4c7400>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Training Trun from zero this time x and t will appear the same number of times,Training Turn from zero this time x, and t will appear the same number of times,30,0.99,False,10000,31.5231337631
82,outside_experiments,CLeft,Change_to_left,0,100000,3000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7f4a32c3d7b8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,First train of change to left,The first train of change to the le,ft,200,0.99,False,10000,24.9164199272
83,outside_experiments,CRight,Change_to_right,0,100000,3000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7f784ae917b8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,First train of change to right,The first train of change to the ri,ght,200,0.99,False,10000,25.0403895214
84,outside_experiments,Turn_left_v2,Turn_left_v2,0,45000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fe849f21158>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,,,,200,0.99,False,10000,58.9432585867
85,outside_experiments,Turn_right_v2,Turn_right_v2,0,45000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f48621f4158>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using the new Turn_side_v2 based on NWOO env,Using the new Turn_side_v2 based on, NWOO env,200,0.99,False,10000,57.2462744844
86,outside_experiments,Change_lane,Change_lane,0,300,60000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7f81640e98c8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Running change lane high level env with n_steps 10,Running change lane high-level env,with n_steps 10,10,0.99,False,10000,4.84122338
87,outside_experiments,NWO_v1_failed,NWO,0,600,60000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fa23df19ea0>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using the policies of Change lane that kind of fail on high speeds - later on this will have to be re do with better policies,Using the policies of Change lane t,hat kind of fail on high speeds - later on this will have to be redone with better policies,10,0.99,False,1829,1.5
88,outside_experiments,NWO_v1.1_failed,NWO,0,1800,180000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f649dc17b70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Obstacle value is -100 and not -10 and training 3 times longer than v1,Obstacle value is -100 and not -10,and training 3 times longer than v1,10,0.99,False,6160,4.5
89,outside_experiments,NWO_v1.2,NWO,0,30000,600000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fc77133cb70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Obstacle value is -100 and not -10 and training 10 times longer than v1 plus the steps are 5 times bigger,Obstacle value is -100 and not -10,and training 10 times longer than v1 plus the steps are 5 times bigger,50,0.99,False,10000,9.9675162781
90,outside_experiments,NWO_v1.3,NWO,0,30000,600000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fcb19403b70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Obstacle value is -100 and not -10 and training 10 times longer than v1 plus the steps are 30 times bigger,Obstacle value is -100 and not -10,and training 10 times longer than v1 plus the steps are 30 times bigger,300,0.99,False,10000,12.9997978542
91,outside_experiments,NWO_v1.4_failed,NWO,0,30000,600000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f7da3965b70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Obstacle value is -100 and not -10 and training 10 times longer than v1 plus the steps are 1000 times bigger,Obstacle value is -100 and not -10,and training 10 times longer than v1 plus the steps are 1000 times bigger,1000,0.99,False,10000,18
92,outside_experiments,Turn_v2,Turn_v2,0,12000,300000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f2d57b1b9d8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using the new Turn env based on NWOO,Using the new Turn env based on NWO,O,30,0.99,False,10000,26.3651417972
93,outside_experiments,NWOO_v1.1,NWOO,0,9000,900000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f33a9f78510>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using new weights from Turn,Using new weights from Turn,,200,0.99,False,10000,25.3037610975
94,outside_experiments,NWO_v1.5_failed,NWO,0,30000,600000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f79e431e048>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Obstacle value is -300 and training 10 times longer than v1 plus the steps are 300 and termination on obstacles,Obstacle value is -300 and training, 10 times longer than v1 plus the steps are 300 and termination on obstacles,300,0.99,False,10000,20
